Fold_ID,Seed,Iteration,Train_Fitness,Val_Fitness,Trace_Metric,Scout_Triggers
0,131,1,0.39694652228154736,0.5781140725612035,MCC,1
0,132,1,0.43119527807680047,0.6584514504920518,MCC,1
0,133,1,0.4600763545081519,0.6089709977191586,MCC,1
0,134,1,0.540753954600756,0.671098323923522,MCC,1
0,135,1,0.3877386630317252,0.8090413252283075,MCC,1
0,136,1,0.4190525193411987,0.6887527436463263,MCC,1
0,137,1,0.3675557357930881,0.6861538461538461,MCC,1
0,138,1,0.4816142283267919,0.45131860744668595,MCC,1
0,139,1,0.43385359996252326,0.5685677011308599,MCC,1
0,140,1,0.37420229112275605,0.6584514504920518,MCC,1
0,141,1,0.5373842474269539,0.6584514504920518,MCC,1
0,142,1,0.4685045613028709,0.647150228929434,MCC,1
0,143,1,0.46568475239835005,0.4507692307692308,MCC,1
0,144,1,0.5209927403603292,0.6877971928553948,MCC,1
0,145,1,0.5162882019745247,0.5685677011308599,MCC,1
0,146,1,0.5389265952895472,0.5714533736737373,MCC,1
0,147,1,0.40723738656757114,0.5781140725612035,MCC,1
0,148,1,0.42988665004375615,0.45474301401034056,MCC,1
0,149,1,0.4731983992226727,0.5692307692307692,MCC,1
0,150,1,0.45970912599503144,0.6506493575252608,MCC,1
0,151,1,0.4669535558499336,0.7261538461538461,MCC,1
0,152,1,0.34067893721553744,0.5292307692307694,MCC,1
0,153,1,0.42239707625607026,0.6141374725294291,MCC,1
0,154,1,0.4178440578384648,0.6089709977191586,MCC,1
0,155,1,0.5043995436258064,0.5781140725612035,MCC,1
0,156,1,0.44494501511076745,0.6476923076923078,MCC,1
0,157,1,0.4638135376737702,0.6089709977191586,MCC,1
0,158,1,0.5038954659243513,0.6076923076923078,MCC,1
0,159,1,0.48928463145450385,0.5714533736737373,MCC,1
0,160,1,0.3823081610877439,0.7298453413767843,MCC,1
1,131,1,0.4121370270272813,0.5714533736737373,MCC,1
1,132,1,0.4649571701880346,0.6235590677162621,MCC,1
1,133,1,0.3231346619695388,0.5344402432698847,MCC,1
1,134,1,0.4823365210501631,0.6584514504920518,MCC,1
1,135,1,0.344770204420233,0.671098323923522,MCC,1
1,136,1,0.39901212078008985,0.5714533736737373,MCC,1
1,137,1,0.3265843883564552,0.4613064531574389,MCC,1
1,138,1,0.4115876023395191,0.6584514504920518,MCC,1
1,139,1,0.4519887029973042,0.5424327604368506,MCC,1
1,140,1,0.36405541195567626,0.6506493575252608,MCC,1
1,141,1,0.43246828534472437,0.492257389822214,MCC,1
1,142,1,0.5115351599895166,0.6584514504920518,MCC,1
1,143,1,0.3809136219510405,0.45131860744668595,MCC,1
1,144,1,0.36536758145272286,0.6938347017889732,MCC,1
1,145,1,0.438562416609815,0.492257389822214,MCC,1
1,146,1,0.4854481579641672,0.6379052256590134,MCC,1
1,147,1,0.43088512734003115,0.6141374725294291,MCC,1
1,148,1,0.43314084129819674,0.6584514504920518,MCC,1
1,149,1,0.3695125445243024,0.5344402432698847,MCC,1
1,150,1,0.44412254781305993,0.6235590677162621,MCC,1
1,151,1,0.37298253185696884,0.6089709977191586,MCC,1
1,152,1,0.44771979690624475,0.5890215504940264,MCC,1
1,153,1,0.44736335206915934,0.5890215504940264,MCC,1
1,154,1,0.4295422633255208,0.7387888284229001,MCC,1
1,155,1,0.3821218526842609,0.5781140725612035,MCC,1
1,156,1,0.4145582111287742,0.5781140725612035,MCC,1
1,157,1,0.37441412003295516,0.5069447770645308,MCC,1
1,158,1,0.3485367044020371,0.5424327604368506,MCC,1
1,159,1,0.30436997980427627,0.6089709977191586,MCC,1
1,160,1,0.3648822212177185,0.48611489620016,MCC,1
2,131,1,0.45013794976931587,0.6877971928553948,MCC,1
2,132,1,0.4308818113065589,0.5547001962252289,MCC,1
2,133,1,0.5481833450375546,0.6141374725294291,MCC,1
2,134,1,0.5016859055997323,0.5344402432698847,MCC,1
