Accuracy,Precision,Recall,NPV,Specificity,F1-Score,F2-Score,Bal Accuracy,MCC,ABC_Seed
0.71875,0.75,0.65625,0.6944444444444444,0.78125,0.7,0.6730769230769231,0.71875,0.44095855184409843,161
0.71875,0.75,0.65625,0.6944444444444444,0.78125,0.7,0.6730769230769231,0.71875,0.44095855184409843,162
0.71875,0.7692307692307693,0.625,0.6842105263157895,0.8125,0.6896551724137931,0.6493506493506493,0.71875,0.44539933408304444,163
0.65625,0.6923076923076923,0.5625,0.631578947368421,0.75,0.6206896551724138,0.5844155844155844,0.65625,0.31814238148788887,164
0.6875,0.7307692307692307,0.59375,0.6578947368421053,0.78125,0.6551724137931034,0.6168831168831169,0.6875,0.38177085778546666,165
0.65625,0.7272727272727273,0.5,0.6190476190476191,0.8125,0.5925925925925926,0.5333333333333333,0.65625,0.3289758474798845,166
0.671875,0.7037037037037037,0.59375,0.6486486486486487,0.75,0.6440677966101694,0.6129032258064516,0.671875,0.348024598442583,167
0.734375,0.8,0.625,0.6923076923076923,0.84375,0.7017543859649122,0.6535947712418301,0.734375,0.4803844614152614,168
0.703125,0.76,0.59375,0.6666666666666666,0.8125,0.6666666666666666,0.6209150326797386,0.703125,0.4163331998932266,169
0.71875,0.75,0.65625,0.6944444444444444,0.78125,0.7,0.6730769230769231,0.71875,0.44095855184409843,170
0.671875,0.7037037037037037,0.59375,0.6486486486486487,0.75,0.6440677966101694,0.6129032258064516,0.671875,0.348024598442583,171
0.671875,0.72,0.5625,0.6410256410256411,0.78125,0.631578947368421,0.5882352941176471,0.671875,0.3522819383711917,172
0.671875,0.72,0.5625,0.6410256410256411,0.78125,0.631578947368421,0.5882352941176471,0.671875,0.3522819383711917,173
0.671875,0.7037037037037037,0.59375,0.6486486486486487,0.75,0.6440677966101694,0.6129032258064516,0.671875,0.348024598442583,174
0.65625,0.7272727272727273,0.5,0.6190476190476191,0.8125,0.5925925925925926,0.5333333333333333,0.65625,0.3289758474798845,175
0.6875,0.7307692307692307,0.59375,0.6578947368421053,0.78125,0.6551724137931034,0.6168831168831169,0.6875,0.38177085778546666,176
0.703125,0.7407407407407407,0.625,0.6756756756756757,0.78125,0.6779661016949152,0.6451612903225806,0.703125,0.41130179815941625,177
0.703125,0.7241379310344828,0.65625,0.6857142857142857,0.75,0.6885245901639344,0.6687898089171974,0.703125,0.40804713337332393,178
0.65625,0.6923076923076923,0.5625,0.631578947368421,0.75,0.6206896551724138,0.5844155844155844,0.65625,0.31814238148788887,179
0.71875,0.7916666666666666,0.59375,0.675,0.84375,0.6785714285714286,0.625,0.71875,0.45184805705753195,180
0.703125,0.76,0.59375,0.6666666666666666,0.8125,0.6666666666666666,0.6209150326797386,0.703125,0.4163331998932266,181
0.703125,0.7407407407407407,0.625,0.6756756756756757,0.78125,0.6779661016949152,0.6451612903225806,0.703125,0.41130179815941625,182
0.71875,0.7692307692307693,0.625,0.6842105263157895,0.8125,0.6896551724137931,0.6493506493506493,0.71875,0.44539933408304444,183
0.703125,0.7241379310344828,0.65625,0.6857142857142857,0.75,0.6885245901639344,0.6687898089171974,0.703125,0.40804713337332393,184
0.640625,0.6666666666666666,0.5625,0.6216216216216216,0.71875,0.6101694915254238,0.5806451612903226,0.640625,0.2847473987257497,185
0.671875,0.6774193548387096,0.65625,0.6666666666666666,0.6875,0.6666666666666666,0.660377358490566,0.671875,0.3439179697143973,186
0.6875,0.7307692307692307,0.59375,0.6578947368421053,0.78125,0.6551724137931034,0.6168831168831169,0.6875,0.38177085778546666,187
0.65625,0.6923076923076923,0.5625,0.631578947368421,0.75,0.6206896551724138,0.5844155844155844,0.65625,0.31814238148788887,188
0.71875,0.75,0.65625,0.6944444444444444,0.78125,0.7,0.6730769230769231,0.71875,0.44095855184409843,189
0.703125,0.7407407407407407,0.625,0.6756756756756757,0.78125,0.6779661016949152,0.6451612903225806,0.703125,0.41130179815941625,190
